1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,,,,21,,23,24,,,27,28,29,30,31,32,33,
58291,,Odense Atelier Coral Gray Gratin Bowl,Odense,Tableware,,,,,,,Neoflam,1,,,,,,,,,,,,,,,2.95,,,,,,
58292,,Odense Atelier Deep Blue Gratin Bowl,Odense,Tableware,,,,,,,Neoflam,1,,,,,,,,,,,,,,,0.67,3.17,,,,,
58293,,Odense Hygge Mug - Misty Green Peony Pattern,Odense,Tableware,,,,,,,Neoflam,1,,,,,,,,,,,,,,,0.67,1.66,,,,,
58294,,Odense Atelier Deep Blue Deep Rectangular Plate,Odense,Tableware,,,,,,,Neoflam,1,,,,,,,,,,,,,,,0.67,4.74,,,,,
58303,,Electric Mandoline Slicer - White (K14798/202000),,Kitchen Tool,,,,,,,Neoflam,6,,,,,,,,,,,,,,,20.08,,,,,,
62301,,FIKA Objet Cast Aluminum Frypan 11 inch Cold spray Induction bottom,Fika,Cookware,Frypan,"10""",,Pink,,,Neoflam,8,,24.02,19.88,11.02,61,50.5,28,,,0.086,,,,,12.23,16.02,,,,,
62302,,FIKA Objet Cast Aluminum Wok 10 inch with glass lid Cold spray Induction bottom,Fika,Cookware,Wok,"9""",,Pink,,,Neoflam,6,,23.03,19.09,13.19,58.5,48.5,33.5,,,0.095,,,,,13.59,17.8,,,,,
62303,,FIKA Objet Cast Aluminum Low Casserole 9 inch with glass lid Cold spray Induction bottom,Fika,Cookware,Casserole,"12""",,Pink,,,Neoflam,6,,19.88,11.42,10.24,50.5,29,26,,,0.038,,,,,13.39,17.54,,,,,
62304,,FIKA Objet Cast Aluminum Wok 12 inch with glass lid Cold spray Induction bottom,Fika,Cookware,Wok,"9""",,Pink,,,Neoflam,6,,26.38,21.85,14.37,67,55.5,36.5,,,0.136,,,,,16.86,22.09,,,,,
62305,,FIKA Objet Cast Aluminum Deep Casserole 9 inch with glass lid Cold spray Induction bottom,Fika,Cookware,Casserole,"10""",,Pink,,,Neoflam,4,,19.88,10.63,14.57,50.5,27,37,,,0.05,,,,,14.8,19.39,,,,,
62306,,FIKA Objet Cast Aluminum Casserole 10 inch with glass lid Cold spray Induction bottom,Fika,Cookware,Casserole,"10""",,Pink,,,Neoflam,6,,22.64,12.4,19.09,57.5,31.5,48.5,,,0.088,,,,,16.56,21.69,,,,,
62331,,Fika One Glass 2pc Rectangular 18oz Sage,Fika One Glass,Food Storage Set,Food Storage Set 2pc,18oz,Rectangular,Sage,,,Neoflam,1,,,,,,,,,,,,,,,3.06,4.59,,,,,
62332,,Fika One Glass 2pc Square 31oz - Sage,Fika One Glass,Food Storage Set,Food Storage Set 2pc,31oz,Square,Sage,,,Neoflam,1,,,,,,,,,,,,,,,3.55,5.36,,,,,
62333,,Fika One Glass 2pc Rectangular 44oz Sage,Fika One Glass,Food Storage Set,Food Storage Set 2pc,44oz,Rectangular,Sage,,,Neoflam,1,,,,,,,,,,,,,,,4.06,6.14,,,,,
62334,,Fika One Glass 2pc Rectangular 54oz Sage,Fika One Glass,Food Storage Set,Food Storage Set 2pc,54oz,Rectangular,Sage,,,Neoflam,1,,,,,,,,,,,,,,,4.59,7,,,,,
62335,,Fika One Glass 2pc Rectangular 18oz Ivory,Fika One Glass,Food Storage Set,Food Storage Set 2pc,18oz,Rectangular,Ivory,,,Neoflam,4,,,,,,,,,,,,,,,3.06,4.59,,,,,
62336,,Fika One Glass 2pc Square 31oz Ivory,Fika One Glass,Food Storage Set,Food Storage Set 2pc,31oz,Square,Ivory,,,Neoflam,4,,,,,,,,,,,,,,,3.55,5.36,,,,,
62337,,Fika One Glass 2pc Rectangular 44oz Ivory,Fika One Glass,Food Storage Set,Food Storage Set 2pc,44oz,Rectangular,Ivory,,,Neoflam,4,,,,,,,,,,,,,,,4.13,5.83,,,,,
62338,,Fika One Glass 2pc Rectangular 54oz Ivory,Fika One Glass,Food Storage Set,Food Storage Set 2pc,54oz,Rectangular,Ivory,,,Neoflam,4,,,,,,,,,,,,,,,4.68,6.6,,,,,
65243,,24 Hydro 500ml Tumbler - Moon Navy,,Drinkware,,,,,,,Neoflam,24,,,,,,,,,,,,,,,3.09,3.52,,,,,
65244,,24 Hydro 500ml Tumbler - Sunset Pink,,Drinkware,,,,,,,Neoflam,24,,,,,,,,,,,,,,,3.06,3.49,,,,,
65245,,24 Hydro 500ml Tumbler - Hot Pink,,Drinkware,,,,,,,Neoflam,24,,,,,,,,,,,,,,,3.06,3.49,,,,,
65253,,24 Hydro 600ml Sport Tumbler - Ocean Mint,,Drinkware,,,,,,,Neoflam,24,,,,,,,,,,,,,,,3.09,3.52,,,,,
65254,,24 Hydro 600ml Sport Tumbler - Marble White,,Drinkware,,,,,,,Neoflam,24,,,,,,,,,,,,,,,3.09,3.52,,,,,
65255,,24 Hydro 600ml Sport Tumbler - Moon Navy,,Drinkware,,,,,,,Neoflam,24,,,,,,,,,,,,,,,3.09,3.52,,,,,
65256,,24 Hydro 600ml Sport Tumbler - Sunset Pink,,Drinkware,,,,,,,Neoflam,24,,,,,,,,,,,,,,,3.09,3.52,,,,,
66201,,Smart Seal C-moa 19oz Square,SM C-moa,Smart Seal,Smart Seal,19oz,Square,Clear,,,Neoflam,24,,15.7,10.6,12.2,,,,11.66,,,,50,68,,1.01,1.58,,,,,
66202,,Smart Seal C-moa 46oz Square,SM C-moa,Smart Seal,Smart Seal,46oz,Square,Clear,,,Neoflam,12,,,,,,,,,,,,50,68,,1.23,1.88,,,,,
66203,,Smart Seal C-moa 71oz Square,SM C-moa,Smart Seal,Smart Seal,71oz,Square,Clear,,,Neoflam,12,,,,,,,,,,,,50,68,,1.46,2.22,,,,,
66204,,Smart Seal C-moa 91oz Square,SM C-moa,Smart Seal,Smart Seal,91oz,Square,Clear,,,Neoflam,8,,,,,,,,,,,,36,68,,1.62,2.53,,,,,
66205,,Smart Seal C-moa 25oz Rectangular,SM C-moa,Smart Seal,Smart Seal,25oz,Rectangular,Clear,,,Neoflam,24,,,,,,,,,,,,45,68,,1.11,1.74,,,,,
66206,,Smart Seal C-moa 59oz Rectangular,SM C-moa,Smart Seal,Smart Seal,59oz,Rectangular,Clear,,,Neoflam,12,,,,,,,,,,,,45,68,,1.36,2.13,,,,,
66207,,Smart Seal C-moa 91oz Rectangular,SM C-moa,Smart Seal,Smart Seal,91oz,Rectangular,Clear,,,Neoflam,12,,,,,,,,,,,,36,68,,1.58,2.39,,,,,
66208,,Smart Seal C-moa 122oz Rectangular,SM C-moa,Smart Seal,Smart Seal,122oz,Rectangular,Clear,,,Neoflam,8,,,,,,,,,,,,42,68,,1.89,2.87,,,,,
66211,,Smart Seal Ringo 15oz Square White,SM Ringo,Smart Seal,Smart Seal,15oz,Square,White,,,Neoflam,24,,,,,,,,,,,,60,68,,0.87,1.24,,,,,
66212,,Smart Seal Ringo 34oz Square White,SM Ringo,Smart Seal,Smart Seal,34oz,Square,White,,,Neoflam,12,,,,,,,,,,,,60,68,,1.04,1.48,,,,,
66213,,Smart Seal Ringo 54oz Square White,SM Ringo,Smart Seal,Smart Seal,54oz,Square,White,,,Neoflam,12,,,,,,,,,,,,45,68,,1.24,1.76,,,,,
66214,,Smart Seal Ringo 71oz Square White,SM Ringo,Smart Seal,Smart Seal,71oz,Square,White,,,Neoflam,8,,18.5,9.3,12.7,,,,6.76,,,,50,68,,1.45,2.06,,,,,
66215,,Smart Seal Ringo 19oz Rectangular White,SM Ringo,Smart Seal,Smart Seal,19oz,Rectangular,White,,,Neoflam,24,,13.9,11.1,12.6,,,,10.6,,,,50,68,,0.96,1.36,,,,,
66216,,Smart Seal Ringo 44oz Rectangular White,SM Ringo,Smart Seal,Smart Seal,44oz,Rectangular,White,,,Neoflam,12,,,,,,,,,,,,50,68,,1.18,1.68,,,,,
66217,,Smart Seal Ringo 68oz Rectangular White,SM Ringo,Smart Seal,Smart Seal,68oz,Rectangular,White,,,Neoflam,12,,,,,,,,,,,,41,68,,1.5,2.13,,,,,
66218,,Smart Seal Ringo 91oz Rectangular White,SM Ringo,Smart Seal,Smart Seal,91oz,Rectangular,White,,,Neoflam,8,,,,,,,,,,,,45,68,,1.76,2.5,,,,,
66243,,Smart Seal 71oz Square Sage,SM,Smart Seal,Smart Seal,71oz,Square,Sage,,,Neoflam,12,,,,,,,,,,,,36,76,,1.43,1.94,,,,,
66247,,Smart Seal 91oz Rectangular Sage,SM,Smart Seal,Smart Seal,91oz,Rectangular,Sage,,,Neoflam,12,,,,,,,,,,,,33,76,,1.54,2.22,,,,,
66248,,Smart Seal 122oz Rectangular Sage,SM,Smart Seal,Smart Seal,122oz,Rectangular,Sage,,,Neoflam,8,,,,,,,,,,,,35,76,,1.85,2.52,,,,,
66501,,Cloc Porcelain Square Food Storage Set,Cloc Porcelain,Food Storage Set,Food Storage Set,,Square,,,,Neoflam,6,,,,,,,,,,,,,,,0,,,,,,
66704,,Plasket 3pc Rectangular Set - Multi,,Food Storage,,,,,,,Neoflam,6,,,,,,,,,,,,,,,5.3,,,,,,
66705,,Plasket 3pc Round Set - Brown,,Food Storage,,,,,,,Neoflam,6,,,,,,,,,,,,,,,5.3,,,,,,
66708,,Plasket 3pc Round Set - Multi,,Food Storage,,,,,,,Neoflam,6,,,,,,,,,,,,,,,5.3,,,,,,
66801,,Wavy Glass 11oz Square Food Storage Dark Green,Wavy Glass,Food Storage,Food Storage,11oz,Square,Dark Green,,,Neoflam,24,,14.6,9.8,11.2,,,,16.7,,,,72,68,,0.54,0.88,,,,,
66802,,Wavy Glass 17oz Square Food Storage Dark Green,Wavy Glass,Food Storage,Food Storage,17oz,Square,Dark Green,,,Neoflam,24,,16.9,11.4,12.2,,,,21.4,,,,45,68,,0.67,1.09,,,,,
66803,,Wavy Glass 27oz Square Food Storage Dark Green,Wavy Glass,Food Storage,Food Storage,27oz,Square,Dark Green,,,Neoflam,24,,19.3,13,13,,,,30.2,,,,35,68,,0.9,1.46,,,,,
66804,,Wavy Glass 12oz Rectangular Food Storage Dark Green,Wavy Glass,Food Storage,Food Storage,12oz,Rectangular,Dark Green,,,Neoflam,24,,13.6,12.4,11,,,,18.6,,,,45,68,,0.59,0.98,,,,,
66805,,Wavy Glass 21oz Rectangular Food Storage Dark Green,Wavy Glass,Food Storage,Food Storage,21oz,Rectangular,Dark Green,,,Neoflam,24,,16.7,14.6,11.6,,,,26.5,,,,30,68,,0.8,1.3,,,,,
66806,,Wavy Glass 34oz Rectangular Food Storage Dark Green,Wavy Glass,Food Storage,Food Storage,34oz,Rectangular,Dark Green,,,Neoflam,12,,16.5,12.6,9.8,,,,19.2,,,,48,68,,1.06,1.73,,,,,
66807,,Wavy Glass 51oz Rectangular Food Storage Dark Green,Wavy Glass,Food Storage,Food Storage,51oz,Rectangular,Dark Green,,,Neoflam,12,,18.5,14,10.4,,,,25.4,,,,30,68,,1.36,2.22,,,,,
66811,,Wavy Glass 11oz Square Food Storage Blue,Wavy Glass,Food Storage,Food Storage,11oz,Square,Blue,,,Neoflam,24,,,,,,,,,,,,,,,0.59,,,,,,
66813,,Wavy Glass 27oz Square Food Storage Blue,Wavy Glass,Food Storage,Food Storage,27oz,Square,Blue,,,Neoflam,24,,,,,,,,,,,,,,,0.98,,,,,,
66814,,Wavy Glass 12oz Rectangular Food Storage Blue,Wavy Glass,Food Storage,Food Storage,12oz,Rectangular,Blue,,,Neoflam,24,,,,,,,,,,,,,,,0.66,,,,,,
66816,,Wavy Glass 34oz Rectangular Food Storage Blue,Wavy Glass,Food Storage,Food Storage,34oz,Rectangular,Blue,,,Neoflam,12,,,,,,,,,,,,,,,1.16,,,,,,
66816CP,,Wavy Glass 34oz Rectangular Food Storage Pink,Wavy Glass,Food Storage,Food Storage,34oz,Rectangular,Pink,,,Neoflam,8,,16.54,12.6,6.69,,,,,,0.0228,0.0029,52,68,,1.56,,,7.2,5.76,,
66816NT,,Wavy Glass 34oz Rectangular Food Storage Blue,Wavy Glass,Food Storage,Food Storage,34oz,Rectangular,Blue,,,Neoflam,8,,16.54,12.6,6.69,,,,,,0.0228,0.0029,52,68,,1.56,,,7.2,5.76,,
66817,,Wavy Glass 51oz Rectangular Food Storage Blue,Wavy Glass,Food Storage,Food Storage,51oz,Rectangular,Blue,,,Neoflam,12,,,,,,,,,,,,,,,1.48,,,,,,
66817CP,,Wavy Glass 51oz Rectangular Food Storage Pink,Wavy Glass,Food Storage,Food Storage,51oz,Rectangular,Pink,,,Neoflam,8,,18.5,13.98,7.01,,,,,,0.0297,0.0037,40,68,,1.92,,,8.93,7.14,,
66817NT,,Wavy Glass 51oz Rectangular Food Storage Blue,Wavy Glass,Food Storage,Food Storage,51oz,Rectangular,Blue,,,Neoflam,8,,18.5,13.98,7.01,,,,,,0.0297,0.0037,40,68,,1.92,,,8.93,7.14,,
66819,,Wavy Glass 21oz Round Food Storage Blue,Wavy Glass,Food Storage,Food Storage,21oz,Round,Blue,,,Neoflam,24,,,,,,,,,,,,,,,1.14,,,,,,
66820,,Wavy Glass 32oz Round Food Storage Blue,Wavy Glass,Food Storage,Food Storage,32oz,Round,Blue,,,Neoflam,12,,,,,,,,,,,,,,,1.4,,,,,,
66821,,Glace 16oz Rectanglar Food Storage Navy,Glace,Food Storage,Food Storage,16oz,Rectangular,Navy,,,Neoflam,24,,,,,,,,,,,,60,68,,1.73,2.17,,,,,
66822,,Glace 27oz Rectanglar Food Storage Navy,Glace,Food Storage,Food Storage,27oz,Rectangular,Navy,,,Neoflam,12,,,,,,,,,,,,50,68,,2.05,2.61,,,,,
66823,,Glace 41oz Rectanglar Food Storage Navy,Glace,Food Storage,Food Storage,41oz,Rectangular,Navy,,,Neoflam,8,,,,,,,,,,,,36,68,,2.47,3.13,,,,,
66824,,Glace 64oz Rectanglar Food Storage Navy,Glace,Food Storage,Food Storage,64oz,Rectangular,Navy,,,Neoflam,8,,,,,,,,,,,,36,68,,2.84,3.66,,,,,
66831,,Cloc Glass 11oz Square Food Storage Set Emerald,Cloc Glass,Food Storage Set,Food Storage Set 2pc,11oz,Square,Emerald,,,Neoflam,4,,,,,,,,,,,,160,68,,1.17,1.09,,,,,
66831AQ,,Cloc Glass 11oz Square Food Storage Set Aqua,Cloc Glass,Food Storage Set,Food Storage Set 2pc,11oz,Square,Aqua,,,Neoflam,4,,,,,,,,,,,,,,,1.1,1.09,,,,,
66831BP,,Cloc Glass 11oz Square Food Storage Set Bright Purple,Cloc Glass,Food Storage Set,Food Storage Set 2pc,11oz,Square,Bright Purple,,,Neoflam,4,,,,,,,,,,,,,,,1.1,1.09,,,,,
66831CG,,Cloc Glass 11oz Square Food Storage Set Grey,Cloc Glass,Food Storage Set,Food Storage Set 2pc,11oz,Square,Grey,,,Neoflam,4,,9.92,9.92,6.3,,,,5.89,,0.0102,0.0025,,,,1.1,1.09,,4.28,3.42,,
66831CP,,Cloc Glass 11oz Square Food Storage Set Pink,Cloc Glass,Food Storage Set,Food Storage Set 2pc,11oz,Square,Pink,,,Neoflam,4,,9.92,9.92,6.3,,,,5.89,,0.0102,0.0025,160,68,,1.1,1.09,,4.28,3.42,,
66831CS,,Cloc Glass 11oz Square Food Storage Set Sage,Cloc Glass,Food Storage Set,Food Storage Set 2pc,11oz,Square,Sage,,,Neoflam,4,,9.92,9.92,6.3,,,,5.89,,0.0102,0.0025,,,,1.1,1.09,,4.28,3.42,,
66831F,,Cloc Glass 11oz Square Food Storage Set 2pc Frost,Cloc Glass,Food Storage Set,Food Storage Set 2pc,11oz,Square,Frost,,,Neoflam,4,,,,,,,,,,,,,,,1.1,1.09,,,,,
66831HP,,Cloc Glass 11oz Square Food Storage Set Hot Pink,Cloc Glass,Food Storage Set,Food Storage Set 2pc,11oz,Square,Hot Pink,,,Neoflam,4,,,,,,,,,,,,,,,1.1,1.09,,,,,
66831PH,,Cloc Glass 11oz Square Food Storage Set 2pc Purple Heather,Cloc Glass,Food Storage Set,Food Storage Set 2pc,11oz,Square,Purple Heather,,,Neoflam,4,,,,,,,,,,,,,,,1.1,1.09,,,,,
66831PM,,Cloc Glass 11oz Square Food Storage Set 2pc Pink Marshmallow,Cloc Glass,Food Storage Set,Food Storage Set 2pc,11oz,Square,Pink Marshmallow,,,Neoflam,4,,,,,,,,,,,,,,,1.1,1.09,,,,,
66831PP,,Cloc Glass 11oz Square Food Storage Set Purple,Cloc Glass,Food Storage Set,Food Storage Set 2pc,11oz,Square,Purple,,,Neoflam,4,,9.92,9.92,6.3,,,,5.89,,0.0102,0.0025,,,,1.1,1.09,,4.28,3.42,,
66831PT,,Cloc Glass 11oz Square Food Storage Set 2pc Pink Tulle,Cloc Glass,Food Storage Set,Food Storage Set 2pc,11oz,Square,Pink Tulle,,,Neoflam,4,,,,,,,,,,,,,,,1.1,1.09,,,,,
66832,,Cloc Glass 17oz Square Food Storage Set Emerald,Cloc Glass,Food Storage Set,Food Storage Set 2pc,17oz,Square,Emerald,,,Neoflam,4,,,,,,,,,,,,120,68,,1.44,1.34,,,,,
66832AQ,,Cloc Glass 17oz Square Food Storage Set Aqua,Cloc Glass,Food Storage Set,Food Storage Set 2pc,17oz,Square,Aqua,,,Neoflam,4,,,,,,,,,,,,,,,1.35,1.34,,,,,
66832BP,,Cloc Glass 17oz Square Food Storage Set Bright Purple,Cloc Glass,Food Storage Set,Food Storage Set 2pc,17oz,Square,Bright Purple,,,Neoflam,4,,,,,,,,,,,,,,,1.35,1.34,,,,,
66832CP,,Cloc Glass 18oz Square Food Storage Set Pink,Cloc Glass,Food Storage Set,Food Storage Set 2pc,18oz,Square,Pink,,,Neoflam,4,,11.61,11.61,6.69,,,,7.78,,0.0148,0.0037,120,68,,1.35,1.34,,5.36,4.29,,
66832CS,,Cloc Glass 17oz Square Food Storage Set Sage,Cloc Glass,Food Storage Set,Food Storage Set 2pc,17oz,Square,Sage,,,Neoflam,4,,11.61,11.61,6.69,,,,7.78,,0.0148,0.0037,,,,1.35,1.34,,5.36,4.29,,
66832F,,Cloc Glass 18oz Square Food Storage Set 2pc Frost,Cloc Glass,Food Storage Set,Food Storage Set 2pc,18oz,Square,Frost,,,Neoflam,4,,,,,,,,,,,,,,,1.35,1.34,,,,,
66832HP,,Cloc Glass 17oz Square Food Storage Set Hot Pink,Cloc Glass,Food Storage Set,Food Storage Set 2pc,17oz,Square,Hot Pink,,,Neoflam,4,,,,,,,,,,,,,,,1.35,1.34,,,,,
66832PH,,Cloc Glass 18oz Square Food Storage Set 2pc Purple Heather,Cloc Glass,Food Storage Set,Food Storage Set 2pc,18oz,Square,Purple Heather,,,Neoflam,4,,,,,,,,,,,,,,,1.35,1.34,,,,,
66832PM,,Cloc Glass 18oz Square Food Storage Set 2pc Pink Marshmallow,Cloc Glass,Food Storage Set,Food Storage Set 2pc,18oz,Square,Pink Marshmallow,,,Neoflam,4,,,,,,,,,,,,,,,1.35,1.34,,,,,
66832PP,,Cloc Glass 17oz Square Food Storage Set Purple,Cloc Glass,Food Storage Set,Food Storage Set 2pc,17oz,Square,Purple,,,Neoflam,4,,11.61,11.61,6.69,,,,7.78,,0.0148,0.0037,,,,1.35,1.34,,5.36,4.29,,
66832PT,,Cloc Glass 18oz Square Food Storage Set 2pc Pink Tulle,Cloc Glass,Food Storage Set,Food Storage Set 2pc,18oz,Square,Pink Tulle,,,Neoflam,4,,,,,,,,,,,,,,,1.35,1.34,,,,,
66833,,Cloc Glass 27oz Square Food Storage Set Emerald,Cloc Glass,Food Storage Set,Food Storage Set 2pc,27oz,Square,Emerald,,,Neoflam,4,,,,,,,,,,,,84,68,,1.88,1.77,,,,,
66833AQ,,Cloc Glass 27oz Square Food Storage Set Aqua,Cloc Glass,Food Storage Set,Food Storage Set 2pc,27oz,Square,Aqua,,,Neoflam,4,,,,,,,,,,,,,,,1.79,1.77,,,,,
66833BP,,Cloc Glass 27oz Square Food Storage Set Bright Purple,Cloc Glass,Food Storage Set,Food Storage Set 2pc,27oz,Square,Bright Purple,,,Neoflam,4,,,,,,,,,,,,,,,1.79,1.77,,,,,
66833CG,,Cloc Glass 27oz Square Food Storage Set Grey,Cloc Glass,Food Storage Set,Food Storage Set 2pc,27oz,Square,Grey,,,Neoflam,4,,12.87,12.87,6.89,,,,10.6,,0.0187,0.0047,,,,1.79,1.77,,7.2,5.76,,
66833CP,,Cloc Glass 27oz Square Food Storage Set Pink,Cloc Glass,Food Storage Set,Food Storage Set 2pc,27oz,Square,Pink,,,Neoflam,4,,12.87,12.87,6.89,,,,10.6,,0.0187,0.0047,84,68,,1.79,1.77,,7.2,5.76,,
66833CS,,Cloc Glass 27oz Square Food Storage Set Sage,Cloc Glass,Food Storage Set,Food Storage Set 2pc,27oz,Square,Sage,,,Neoflam,4,,12.87,12.87,6.89,,,,10.6,,0.0187,0.0047,,,,1.79,1.77,,7.2,5.76,,
66833F,,Cloc Glass 27oz Square Food Storage Set 2pc Frost,Cloc Glass,Food Storage Set,Food Storage Set 2pc,27oz,Square,Frost,,,Neoflam,4,,,,,,,,,,,,,,,1.79,1.77,,,,,
66833HP,,Cloc Glass 27oz Square Food Storage Set Hot Pink,Cloc Glass,Food Storage Set,Food Storage Set 2pc,27oz,Square,Hot Pink,,,Neoflam,4,,,,,,,,,,,,,,,1.79,1.77,,,,,
66833PH,,Cloc Glass 27oz Square Food Storage Set 2pc Purple Heather,Cloc Glass,Food Storage Set,Food Storage Set 2pc,27oz,Square,Purple Heather,,,Neoflam,4,,,,,,,,,,,,,,,1.79,1.77,,,,,
66833PM,,Cloc Glass 27oz Square Food Storage Set 2pc Pink Marshmallow,Cloc Glass,Food Storage Set,Food Storage Set 2pc,27oz,Square,Pink Marshmallow,,,Neoflam,4,,,,,,,,,,,,,,,1.79,1.77,,,,,
66833PP,,Cloc Glass 27oz Square Food Storage Set Purple,Cloc Glass,Food Storage Set,Food Storage Set 2pc,27oz,Square,Purple,,,Neoflam,4,,12.87,12.87,6.89,,,,10.6,,0.0187,0.0047,,,,1.79,1.77,,7.2,5.76,,
66833PT,,Cloc Glass 27oz Square Food Storage Set 2pc Pink Tulle,Cloc Glass,Food Storage Set,Food Storage Set 2pc,27oz,Square,Pink Tulle,,,Neoflam,4,,,,,,,,,,,,,,,1.79,1.77,,,,,
66834,,Cloc Glass 12oz Rectangular Food Storage 2pc Set Emerald,Cloc Glass,Food Storage Set,Food Storage Set 2pc,12oz,Rectangular,Emerald,,,Neoflam,4,,,,,,,,,,,,150,68,,1.28,1.19,,,,,
66834AQ,,Cloc Glass 12oz Rectangular Food Storage Set Aqua,Cloc Glass,Food Storage Set,Food Storage Set 2pc,12oz,Rectangular,Aqua,,,Neoflam,4,,,,,,,,,,,,,,,1.2,1.19,,,,,
66834BP,,Cloc Glass 12oz Rectangular Food Storage Set Bright Purple,Cloc Glass,Food Storage Set,Food Storage Set 2pc,12oz,Rectangular,Bright Purple,,,Neoflam,4,,,,,,,,,,,,,,,1.2,1.19,,,,,
66834CG,,Cloc Glass 12oz Rectangular Food Storage Set Grey,Cloc Glass,Food Storage Set,Food Storage Set 2pc,12oz,Rectangular,Grey,,,Neoflam,4,,12.4,9.65,5.91,,,,6.64,,0.0116,0.0029,,,,1.2,1.19,,4.8,3.84,,
66834CP,,Cloc Glass 12oz Rectangular Food Storage Set Pink,Cloc Glass,Food Storage Set,Food Storage Set 2pc,12oz,Rectangular,Pink,,,Neoflam,4,,12.4,9.65,5.91,,,,6.64,,0.0116,0.0029,150,68,,1.2,1.19,,4.8,3.84,,
66834CS,,Cloc Glass 12oz Rectangular Food Storage Set Sage,Cloc Glass,Food Storage Set,Food Storage Set 2pc,12oz,Rectangular,Sage,,,Neoflam,4,,12.4,9.65,5.91,,,,6.64,,0.0116,0.0029,,,,1.2,1.19,,4.8,3.84,,
66834F,,Cloc Glass 12oz Rectangular Food Storage Set 2pc Frost,Cloc Glass,Food Storage Set,Food Storage Set 2pc,12oz,Rectangular,Frost,,,Neoflam,4,,,,,,,,,,,,,,,1.2,1.19,,,,,
66834HP,,Cloc Glass 12oz Rectangular Food Storage Set Hot Pink,Cloc Glass,Food Storage Set,Food Storage Set 2pc,12oz,Rectangular,Hot Pink,,,Neoflam,4,,,,,,,,,,,,,,,1.19,1.19,,,,,
66834PH,,Cloc Glass 12oz Rectangular Food Storage Set 2pc Purple Heather,Cloc Glass,Food Storage Set,Food Storage Set 2pc,12oz,Rectangular,Purple Heather,,,Neoflam,4,,,,,,,,,,,,,,,1.2,1.19,,,,,
66834PM,,Cloc Glass 12oz Rectangular Food Storage Set 2pc Pink Marshmallow,Cloc Glass,Food Storage Set,Food Storage Set 2pc,12oz,Rectangular,Pink Marshmallow,,,Neoflam,4,,,,,,,,,,,,,,,1.2,1.19,,,,,
66834PP,,Cloc Glass 12oz Rectangular Food Storage Set Purple,Cloc Glass,Food Storage Set,Food Storage Set 2pc,12oz,Rectangular,Purple,,,Neoflam,4,,12.4,9.65,5.91,,,,6.64,,0.0116,0.0029,,,,1.2,1.19,,4.8,3.84,,
66834PT,,Cloc Glass 12oz Rectangular Food Storage Set 2pc Pink Tulle,Cloc Glass,Food Storage Set,Food Storage Set 2pc,12oz,Rectangular,Pink Tulle,,,Neoflam,4,,,,,,,,,,,,,,,1.2,1.19,,,,,
66835,,Cloc Glass 21oz Rectangular Food Storage Set Emerald,Cloc Glass,Food Storage Set,Food Storage Set 2pc,21oz,Rectangular,Emerald,,,Neoflam,4,,,,,,,,,,,,100,68,,1.72,1.61,,,,,
66835BP,,Cloc Glass 21oz Rectangular Food Storage Set Bright Purple,Cloc Glass,Food Storage Set,Food Storage Set 2pc,21oz,Rectangular,Bright Purple,,,Neoflam,4,,,,,,,,,,,,,,,1.63,1.61,,,,,
66835CG,,Cloc Glass 21oz Rectangular Food Storage Set Grey,Cloc Glass,Food Storage Set,Food Storage Set 2pc,21oz,Rectangular,Grey,,,Neoflam,4,,14.65,11.02,6.5,,,,9.19,,0.0172,0.0043,,,,1.63,1.61,,6.44,5.15,,
66835CP,,Cloc Glass 21oz Rectangular Food Storage Set Pink,Cloc Glass,Food Storage Set,Food Storage Set 2pc,21oz,Rectangular,Pink,,,Neoflam,4,,14.65,11.02,6.5,,,,9.19,,0.0172,0.0043,100,68,,1.63,1.61,,6.44,5.15,,
66835CS,,Cloc Glass 21oz Rectangular Food Storage Set Sage,Cloc Glass,Food Storage Set,Food Storage Set 2pc,21oz,Rectangular,Sage,,,Neoflam,4,,14.65,11.02,6.5,,,,9.19,,0.0172,0.0043,,,,1.63,1.61,,6.44,5.15,,
66835F,,Cloc Glass 21oz Rectangular Food Storage Set 2pc Frost,Cloc Glass,Food Storage Set,Food Storage Set 2pc,21oz,Rectangular,Frost,,,Neoflam,4,,,,,,,,,,,,,,,1.63,1.61,,,,,
66835HP,,Cloc Glass 21oz Rectangular Food Storage Set Hot Pink,Cloc Glass,Food Storage Set,Food Storage Set 2pc,21oz,Rectangular,Hot Pink,,,Neoflam,4,,,,,,,,,,,,,,,1.63,1.61,,,,,
66835PH,,Cloc Glass 21oz Rectangular Food Storage Set 2pc Purple Heather,Cloc Glass,Food Storage Set,Food Storage Set 2pc,21oz,Rectangular,Purple Heather,,,Neoflam,4,,,,,,,,,,,,,,,1.63,1.61,,,,,
66835PM,,Cloc Glass 21oz Rectangular Food Storage Set 2pc Pink Marshmallow,Cloc Glass,Food Storage Set,Food Storage Set 2pc,21oz,Rectangular,Pink Marshmallow,,,Neoflam,4,,,,,,,,,,,,,,,1.63,1.61,,,,,
66835PP,,Cloc Glass 21oz Rectangular Food Storage Set Purple,Cloc Glass,Food Storage Set,Food Storage Set 2pc,21oz,Rectangular,Purple,,,Neoflam,4,,14.65,11.02,6.5,,,,9.19,,0.0172,0.0043,,,,1.63,1.61,,6.44,5.15,,
